,pH1,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux
0,-0.276,-0.3013499153736632,0.167083386336408,0.1342665317406068,0.0770035737130724,-0.6026998334506781,0.0084981045921333,0.0084837988684704,1.4305723662956742e-05
1,-0.275954395439544,-0.3014377146231481,0.1671149901990674,0.1343227271869191,0.076923458550406,-0.6028754320091347,0.0084912833786591,0.0084769736535943,1.4309725064799374e-05
2,-0.2759087908790879,-0.3015365572414055,0.1671527237003118,0.1343838338658285,0.0768434329352897,-0.6030731148075459,0.0084847786891197,0.0084704644362493,1.4314252870316626e-05
3,-0.2758631863186319,-0.3016185374164593,0.1671811207763696,0.1344374160585451,0.0767635034817995,-0.603237074251374,0.0084778051717974,0.0084634871906615,1.4317981135955324e-05
4,-0.2758175817581758,-0.3017019135680243,0.167210305904895,0.134491609823548,0.0766836762720296,-0.6034038292964674,0.008470876999499,0.0084565552222934,1.4321777205621142e-05
5,-0.2757719771977198,-0.3018018440392893,0.1672486729691655,0.1345531732398273,0.0766039374162616,-0.6036036902482823,0.0084644191802898,0.0084500928193633,1.4326360926519969e-05
6,-0.2757263726372637,-0.3018889493486227,0.1672799410617145,0.1346090095437555,0.0765242890601868,-0.6037778999540927,0.0084576071035546,0.0084432767667669,1.4330336787631756e-05
7,-0.2756807680768077,-0.3019782976666079,0.1673124645222685,0.1346658359293056,0.0764447400337653,-0.6039565981181819,0.0084508636119472,0.0084365291926849,1.433441926236504e-05
8,-0.2756351635163516,-0.3020750397605525,0.1673490938127457,0.1347259498486923,0.0763652843971908,-0.6041500834219907,0.0084443324834451,0.0084299936277123,1.433885573281874e-05
9,-0.2755895589558956,-0.3021632649309822,0.167381012136552,0.13478225574027,0.0762859168579757,-0.6043265328078042,0.0084375687410659,0.0084232258522072,1.4342888858651715e-05
10,-0.2755439543954395,-0.3022596525085674,0.167417460757413,0.1348421929685315,0.0762066407518051,-0.604519306234512,0.0084310384069458,0.0084166910958844,1.4347311061400167e-05
11,-0.2754983498349835,-0.3023404724309415,0.1674452982309162,0.1348951758501237,0.0761274601407115,-0.6046809465119816,0.0084240795640486,0.0084097285691532,1.435099489546001e-05
