slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.09988998899889989,-0.00012881238487238988,6.476229843599413e-05,6.404956121586203e-05,0.003912523309753321,-0.00025762424452424604,1.3548478957081767e-07,8.048256400404497e-09,1.274365331704132e-07,-0.15977997799779978
-0.09986998699869988,-0.00012860717789919818,6.465943684474951e-05,6.39469188863373e-05,0.0039175621746298074,-0.000257213533630285,1.354674280822671e-07,8.044302799749462e-09,1.2742312528251764e-07,-0.15973997399739975
-0.09984998499849985,-0.00012839842376877186,6.455528122728538e-05,6.38430594532835e-05,0.003922297756858936,-0.00025679676444934074,1.3544704602134922e-07,8.040169578296782e-09,1.2740687644305244e-07,-0.1596999699969997
-0.09982998299829984,-0.00012820147327374798,6.44566165277638e-05,6.374451916246748e-05,0.003927637644014289,-0.00025640260896397926,1.3543784229462906e-07,8.036701817250673e-09,1.274011404773784e-07,-0.15965996599659968
-0.09980998099809982,-0.00012799248285944032,6.435220160483368e-05,6.364044117090906e-05,0.003932189069760392,-0.00025598512563518305,1.354162573490124e-07,8.032499096651415e-09,1.2738375825236097e-07,-0.15961996199619963
-0.09978997899789979,-0.00012779180678990087,6.425151286748587e-05,6.353990284568845e-05,0.003937532151706004,-0.0002555832225030752,1.3540218818769808e-07,8.028742929960622e-09,1.2737344525773747e-07,-0.15957995799579958
-0.09976997699769978,-0.0001275906262776516,6.415098053480506e-05,6.34395459928605e-05,0.00394276765151532,-0.00025518115280531717,1.3538810923203183e-07,8.024988227091535e-09,1.273631210049403e-07,-0.15953995399539955
-0.09974997499749975,-0.0001273861174411195,6.404852602770461e-05,6.333732769436828e-05,0.00394778653236642,-0.0002547719711631924,1.3536966365991844e-07,8.020974932742308e-09,1.2734868872717613e-07,-0.1594999499949995
-0.09972997299729974,-0.00012718467392858201,6.394773824069944e-05,6.323674075203733e-05,0.003952922541735714,-0.0002543691529213188,1.35354414322042e-07,8.017151806525588e-09,1.2733726251551642e-07,-0.15945994599459948
-0.09970997099709972,-0.00012698773727493062,6.384885584509448e-05,6.313804201107942e-05,0.0039580328262680065,-0.0002539746351311045,1.3534288155712654e-07,8.013549690924793e-09,1.2732933186620175e-07,-0.15941994199419943
-0.09968996899689969,-0.00012678175210112386,6.374586540403016e-05,6.303537385465852e-05,0.003962664303715272,-0.00025356299135981253,1.3532233561400775e-07,8.009413807789509e-09,1.2731292180621824e-07,-0.15937993799379938
-0.09966996699669968,-0.00012658250822994432,6.364631742883375e-05,6.293593483563953e-05,0.003968292211275619,-0.0002531647604944176,1.3530874497499703e-07,8.005691916739373e-09,1.2730305305825765e-07,-0.15933993399339935
-0.09964996499649965,-0.00012637946851157267,6.354472401426392e-05,6.283467256218422e-05,0.003972814613376361,-0.0002527588650880208,1.3529050748355658e-07,8.00169472227058e-09,1.27288812761286e-07,-0.1592999299929993
-0.09962996299629964,-0.00012617998216057913,6.344495369603464e-05,6.273504799958474e-05,0.0039782786742980775,-0.0002523599838561985,1.3527580443636528e-07,7.9979087080351e-09,1.2727789572833017e-07,-0.15925992599259928
-0.09960996099609962,-0.00012598349397308084,6.334632743687507e-05,6.263660767613644e-05,0.00398344096771071,-0.00025196642908609235,1.3526324770017412e-07,7.994248918473005e-09,1.272689987817011e-07,-0.15921992199219923
-0.09958995899589959,-0.0001257785280159851,6.324384479228229e-05,6.253441720627251e-05,0.003988288780350873,-0.0002515567900145399,1.3524211447591836e-07,7.990084300766669e-09,1.2725203017515168e-07,-0.15917991799179917
-0.09956995699569958,-0.00012558372749538194,6.314616655345162e-05,6.243689700879962e-05,0.003993586863890833,-0.0002511667910576332,1.3523093751162615e-07,7.986508331947445e-09,1.272444291796787e-07,-0.15913991399139915
-0.09954995499549955,-0.00012538107766602025,6.304496946540894e-05,6.233598645555283e-05,0.0039984239307786105,-0.000250762033586982,1.3521192086567663e-07,7.982469388611537e-09,1.2722945147706508e-07,-0.1590999099909991
-0.09952995299529954,-0.00012518378100878635,6.29461820551569e-05,6.223735809474107e-05,0.004003827444536068,-0.0002503673211586843,1.3519772118674828e-07,7.978716979053116e-09,1.2721900420769516e-07,-0.15905990599059908
-0.09950995099509952,-0.0001249874305386811,6.284790485722169e-05,6.21392665067777e-05,0.004009067266695143,-0.0002499746019026805,1.3518433700316299e-07,7.975011488213666e-09,1.272093255149493e-07,-0.15901990199019903
-0.09948994899489949,-0.0001247886041539914,6.274819689622291e-05,6.203980885333138e-05,0.004014037747725774,-0.0002495766099035457,1.3516751716152768e-07,7.971106533078018e-09,1.2719641062844966e-07,-0.15897989798979897
