slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,D_to_H1_flux,L1_to_D_flux
-0.17094959495949597,-0.007904989929869544,0.0041431955350610394,0.003761833494989597,0.034113096718827354,63.25103104146111,8.38361597053434e-06,3.361857142046261e-07
-0.17094159415941595,-0.007908756536977535,0.00414515729179854,0.003763639869700075,0.03411074251365436,63.22090122547453,8.387627739376094e-06,3.363097513703914e-07
-0.17093359335933594,-0.007910381898284413,0.004146073492142577,0.0037644267436371948,0.03411529561138046,63.207600658808055,8.389354259571418e-06,3.3634193325761917e-07
-0.17092559255925593,-0.007915142607942016,0.004148500386834897,0.003766695974300127,0.034108860097479154,63.169841274618214,8.394397994856853e-06,3.365075525532408e-07
-0.17091759175917592,-0.007918962329640067,0.004150463253008496,0.003768512866589191,0.034105441754540264,63.13953064062626,8.398425934320232e-06,3.3663223775534526e-07
-0.17090959095909591,-0.007920772052287361,0.0041514595774039265,0.0037693852810323225,0.03410871175221728,63.12486948999969,8.400350145706782e-06,3.366724236546312e-07
-0.1709015901590159,-0.0079257467650109,0.004153999293448507,0.0037717574831508394,0.03410224729869226,63.085498317241445,8.405639751512865e-06,3.3684785064256304e-07
-0.1708935893589359,-0.007928630438954087,0.004155516634114065,0.003773139265041525,0.034101933912118305,63.062492451606225,8.408694534247381e-06,3.369335070873907e-07
-0.17088558855885588,-0.007929892321115517,0.004156252243275205,0.0037737619058990646,0.03410658229192261,63.05207422712679,8.410060324306882e-06,3.369513408385495e-07
-0.17087758775877587,-0.007935878965596999,0.00415929187923858,0.0037766074247795878,0.034098147710905115,63.0049124309148,8.416393445303068e-06,3.371682790555329e-07
-0.17086958695869586,-0.007940233231593652,0.0041615000981387595,0.003778658681372171,0.034093427628377304,62.970737706017346,8.42095111429006e-06,3.373142314245386e-07
-0.17086158615861585,-0.007943410133435691,0.004163172458245157,0.003780180507919617,0.034093192178509896,62.945484472236444,8.424335982709103e-06,3.374130622596288e-07
-0.17085358535853587,-0.007944262997455098,0.004163729150329587,0.0037806207696098326,0.03409989586142387,62.93815609953095,8.42529009638446e-06,3.374142767021836e-07
-0.17084558455845586,-0.007949160962610335,0.0041662271234805814,0.003782947796920233,0.03409409022586315,62.89966493088078,8.430467384304869e-06,3.3758491887442396e-07
-0.17083758375837585,-0.007950827791049164,0.004167154471613088,0.0037837689238575667,0.03409639048666389,62.88615563597277,8.43227818700803e-06,3.3762080358542526e-07
-0.17082958295829584,-0.007955265445943382,0.004169421383307892,0.0037858636913719046,0.034092670715047735,62.8513764312432,8.436933459577521e-06,3.3777034610271055e-07
-0.17082158215821583,-0.007958675062667453,0.004171215946493945,0.003787509950141432,0.03409124160082154,62.824326820488615,8.440589940426143e-06,3.3788003767472536e-07
-0.17081358135813582,-0.007963384397726259,0.004173593885576921,0.0037897337194083835,0.034084770486958724,62.78759858467633,8.44553532635643e-06,3.380415693253838e-07
-0.1708055805580558,-0.007964676138882965,0.004174361066414889,0.0037903778481693795,0.03409016718033227,62.776944203129275,8.446953419344308e-06,3.3806138393188234e-07
-0.1707975797579758,-0.007967452018164067,0.004175836768411045,0.0037917154505320294,0.03409054705225102,62.75492526518092,8.449922344666531e-06,3.3814356095913673e-07
-0.1707895789578958,-0.00797041462909931,0.004177384073656754,0.0037931178825167944,0.03409072792277034,62.7316500058634,8.453032337954392e-06,3.3823127391108287e-07
-0.17078157815781578,-0.00797675447925883,0.0041805791816127424,0.003796125463508826,0.034080255837679395,62.68233065967367,8.45973790394323e-06,3.384631124511749e-07
-0.17077357735773577,-0.007978497472478807,0.0041815545632157836,0.0037969742889649716,0.0340840266825437,62.668317996983355,8.461600561407432e-06,3.3850080683985517e-07
-0.17076557655765578,-0.00798270822802749,0.004183723706626452,0.003798986259964776,0.03407997007312262,62.63537777776836,8.466081195405156e-06,3.386435005020799e-07
-0.17075757575757577,-0.007984055437717075,0.004184481388721295,0.0037996317875388375,0.034084152836682105,62.62458921711806,8.467503463015744e-06,3.386637004611085e-07
-0.17074957495749576,-0.007987774655532576,0.00418641278855425,0.0038014108193862306,0.03408177084476415,62.59546487760781,8.471452109683256e-06,3.387849714498023e-07
-0.17074157415741575,-0.00799098447328106,0.00418808484423927,0.0038029499153233726,0.03407984624925261,62.57031639312254,8.474867813245693e-06,3.388850709463379e-07
-0.17073357335733574,-0.007995349037770438,0.004190335442073589,0.003805035059992079,0.03407587487416722,62.53627283680377,8.479516558555155e-06,3.390344067135873e-07
-0.17072557255725573,-0.007998628180970968,0.0041920628340790245,0.0038066054509131586,0.034075784597494684,62.510562464580346,8.482998711907273e-06,3.391368074748247e-07
-0.17071757175717572,-0.00800252244542321,0.004194059039253517,0.0038084621806950825,0.03407152624085604,62.48030439077026,8.487130761603897e-06,3.392656300825979e-07
-0.1707095709570957,-0.008004822824162261,0.004195318382571145,0.003809574571473018,0.034074716596185106,62.462070773378244,8.48959859350576e-06,3.393275197511182e-07
-0.1707015701570157,-0.008007370298656724,0.004196662680513441,0.003810793853263439,0.03407491611277915,62.44213630676146,8.492301308729807e-06,3.393990320268471e-07
-0.1706935693569357,-0.008012888730348777,0.004199462549870248,0.00381341372701538,0.034067331999493966,62.39951724916574,8.49813933364484e-06,3.395958735569833e-07
-0.17068556855685568,-0.008015738536045092,0.004200970944712168,0.00381478560087678,0.03406726335818477,62.37721403449248,8.501173163406305e-06,3.3968049057252615e-07
-0.17067756775677567,-0.008019507703494355,0.0042029195157855526,0.0038165777085754637,0.03406504762325709,62.34800752902526,8.505161145135558e-06,3.39803307653928e-07
-0.17066956695669566,-0.008021141594724668,0.004203852652720386,0.003817384905622223,0.03406921195449721,62.334893749771624,8.506942920215438e-06,3.3983778922899396e-07
-0.17066156615661568,-0.008023551661906936,0.004205128482984932,0.0038185348417387743,0.034070073729262185,62.31610910884701,8.50950094146395e-06,3.3990358715212067e-07
-0.17065356535653567,-0.00802595914294102,0.004206421786655312,0.003819693473065655,0.03407172032993579,62.297244263592845,8.512066512023225e-06,3.3996938438591163e-07
-0.17064556455645566,-0.008030152972523297,0.004208589625797288,0.0038216959016708074,0.03406849071507105,62.26480055326858,8.516527237826651e-06,3.40111023053232e-07
-0.17063756375637565,-0.008035586312317378,0.004211332239899335,0.003824267994511743,0.034060458342153405,62.22315926035753,8.522258101417392e-06,3.40303631571478e-07
-0.17062956295629564,-0.008037516447757298,0.004212391565584284,0.0038252086968415533,0.0340627157955461,62.207946482063676,8.524341284689672e-06,3.403503224936569e-07
-0.17062156215621563,-0.00804085869057758,0.004214135337765157,0.003826798790757202,0.034062071567826896,62.18212180997167,8.52787740223769e-06,3.404549542743e-07
-0.17061356135613562,-0.008043966307468509,0.00421575632115001,0.0038282861701877113,0.034060656904339764,62.15809628810015,8.53117714747075e-06,3.4055021237242174e-07
-0.1706055605560556,-0.008048883812122654,0.004218271431488674,0.0038306299864734328,0.03405489520287295,62.120346725158456,8.536399830113966e-06,3.407223374631593e-07
-0.1705975597559756,-0.00805266706335317,0.004220228161086581,0.0038324408311842806,0.0340517059103835,62.091222222637015,8.5404381100499e-06,3.4084714935642894e-07
-0.1705895589558956,-0.008054966435452116,0.004221474365005307,0.0038335474481878684,0.03405423951539576,62.07329170982426,8.542890321958836e-06,3.4090842986530807e-07
-0.17058155815581558,-0.008057294020332506,0.004222728205721893,0.003834667953825921,0.03405610425000119,62.055180015097676,8.545382730053098e-06,3.4097135476234474e-07
-0.1705735573557356,-0.008061532417784179,0.004224899526635184,0.003836678040664232,0.034052340543000076,62.02277357936259,8.549854200828095e-06,3.4111331666527114e-07
-0.17056555655565558,-0.008067295843488864,0.004227819706658309,0.0038394143160409566,0.034044132552233236,61.97887439507126,8.555948834540406e-06,3.413201124843738e-07
-0.17055755575557557,-0.008069128981929907,0.00422881865972613,0.003840291181144151,0.034047096747525374,61.96463015451195,8.557900161070704e-06,3.4136159451876114e-07
-0.17054955495549556,-0.008071559913730653,0.004230136357046277,0.0038414830341275685,0.03404786761442322,61.94566640885836,8.560541550656105e-06,3.4143056491025225e-07
-0.17054155415541555,-0.008072881368804019,0.004230890163446688,0.003842118885460044,0.03405262746491605,61.93526489583256,8.56195025259917e-06,3.4145025933014815e-07
-0.17053355335533554,-0.008076638122403779,0.004232849520601434,0.003843924719540537,0.03405022942428363,61.90642432422877,8.565975403840402e-06,3.4157441842160344e-07
-0.17052555255525553,-0.0080800519338311,0.004234625550113336,0.0038455549233455955,0.03404860461480615,61.880298178687745,8.569598081643937e-06,3.41682480197033e-07
-0.17051755175517552,-0.008083963540897798,0.004236651183955331,0.0038474207597654075,0.03404610642668718,61.850433279377086,8.573757314674308e-06,3.4181193103667486e-07
-0.1705095509550955,-0.008088368224363762,0.0042389046670123776,0.0038495181552617996,0.034041210542152374,61.816957214628324,8.578427031869889e-06,3.4196180102212884e-07
-0.1705015501550155,-0.008091557874962518,0.004240568831530567,0.0038510379884875157,0.03404040445952898,61.79261095391075,8.581809939991387e-06,3.4206028086912737e-07
-0.1704935493549355,-0.008094627910452346,0.004242193187449672,0.0038525182658872836,0.03404008051707328,61.769043043022506,8.585099048695052e-06,3.4215502564105115e-07
-0.17048554855485548,-0.008099901472348847,0.004244861606807149,0.003855022272439834,0.034032270407994086,61.72921296771939,8.590686943410644e-06,3.423416486021409e-07
-0.17047754775477547,-0.008102264132432424,0.004246133037989708,0.003856147504219587,0.0340351056482831,61.71108291397332,8.59318370730613e-06,3.4240455879232744e-07
-0.17046954695469546,-0.00810656225402795,0.004248333054622577,0.0038581905511083647,0.03403075219468383,61.6785730150245,8.597736016520689e-06,3.42549709834094e-07
-0.17046154615461548,-0.008106405873178346,0.004248395265125993,0.003858156577098759,0.03403980089405014,61.67906051157781,8.597651775318686e-06,3.425099450715392e-07
-0.17045354535453547,-0.00811052014262259,0.004250485740531218,0.0038601063878045405,0.03403479522733793,61.64805367819081,8.60199979421772e-06,3.4264708691046706e-07
-0.17044554455445546,-0.008113752749324021,0.004252169164814745,0.0038616540885918482,0.034033063563114085,61.62349816335662,8.605444269457966e-06,3.4274811844974863e-07
-0.17043754375437545,-0.008118854000059628,0.004254793242184363,0.003864091225033617,0.03402796091523691,61.5849308088812,8.610875792380956e-06,3.429280170098544e-07
-0.17042954295429544,-0.008120531851346868,0.004255717151439242,0.00386489684467195,0.034031230996162946,61.572010336728326,8.612666573059371e-06,3.4296307693812227e-07
-0.17042154215421543,-0.008126030958507613,0.004258494724405537,0.0038675009901674162,0.03402329174182643,61.53078752057268,8.618472713725232e-06,3.431581238823485e-07
-0.17041354135413542,-0.008130746593778326,0.004260919102714311,0.0038697477150082538,0.034019009621693026,61.49526948824446,8.62347980887378e-06,3.4332112775080814e-07
-0.1704055405540554,-0.008133501599459692,0.0042623674232658,0.003871072316967039,0.034018242104338514,61.4743718021486,8.626428681480979e-06,3.43402497432905e-07
-0.1703975397539754,-0.008134320003776452,0.00426289168134808,0.0038714775854493677,0.03402516295468925,61.46776690908693,8.627326614433587e-06,3.4340178342110177e-07
-0.1703895389538954,-0.008137290388603446,0.004264461195155889,0.003872910678005992,0.034024597701091036,61.445207520486456,8.630514746642927e-06,3.4349249341500713e-07
-0.17038153815381538,-0.0081421979321874,0.004266968758933842,0.003875241181905409,0.03401946606207366,61.408434853587224,8.635709878064747e-06,3.436630942478655e-07
-0.1703735373537354,-0.00814426925118994,0.004268096649157727,0.003876246578393694,0.03402144976270893,61.39258339561598,8.637953189841169e-06,3.437161998503277e-07
-0.17036553655365538,-0.008148895158058167,0.00427045913345836,0.003878443921291108,0.03401646597868866,61.35798142439568,8.64285656065461e-06,3.438751224062967e-07
-0.17035753575357537,-0.008151910347052649,0.004272048489186275,0.0038798867739457954,0.03401659205295874,61.33522261614879,8.646071807447272e-06,3.439667234795944e-07
-0.17034953495349536,-0.008155419759688698,0.0042738687324686,0.0038815593901198042,0.03401475393478536,61.30889131070686,8.649796851332961e-06,3.4407885059304245e-07
-0.17034153415341535,-0.008159525212192875,0.004275999432099553,0.0038835266278927083,0.03401180510747196,61.27807207177792,8.654184648046746e-06,3.442171672626295e-07
-0.17033353335333534,-0.008161463252960743,0.004277053107497153,0.0038844585722064284,0.034014275586192695,61.263342259925565,8.656257006852984e-06,3.4426339934795535e-07
-0.17032553255325533,-0.008167191643011051,0.004279933755736209,0.003887168099897309,0.034005234364182534,61.220890887198806,8.662300893648372e-06,3.4446779026412106e-07
-0.17031753175317532,-0.008167887869248602,0.0042804154565629915,0.0038875337724317838,0.03401238005326058,61.215106026463246,8.663106180284344e-06,3.4446350319735286e-07
-0.1703095309530953,-0.008171444199533084,0.0042822498284849075,0.0038892264916594588,0.03400983483162486,61.18857390244081,8.666888717379697e-06,3.445779024030646e-07
