slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1
0.1,-0.11250000000000002,0.014228375497505795,0.014228375497505795,1.948695342232323,-0.2565819226545045,0.13087242836755308,0.12570949677287402,0.4840371114228806
0.10416666666666667,-0.11250000000000002,0.01010783585042795,0.01010783585042795,2.75353983679407,-0.18158444446856947,0.0920900636577997,0.08949437965856077,0.5
0.10833333333333334,-0.11250000000000002,0.006783298851257335,0.006783298851257335,2.740895784092489,-0.18242211257559404,0.09208604724333114,0.09033606585494525,0.5
0.1125,-0.11250000000000002,0.004020780260682884,0.004020780260682884,2.7303806382490556,-0.1831246503009254,0.09208297084545336,0.09104167977207567,0.5
0.11666666666666667,-0.11250000000000002,0.0016040495155815611,0.0016040495155815611,2.721167053926227,-0.18374469097085466,0.09208075523361714,0.09166393617547186,0.5
0.12083333333333333,-0.11250000000000002,5.97765731913347e-08,5.97765731913347e-08,2.466450659433985,-0.20272045587219623,0.1013602185705551,0.10136023562576213,0.49559503420929246
0.125,-0.11250000000000002,2.823134386246126e-08,2.823134386246126e-08,1.8085607568900328,-0.276462925378155,0.13823146938391062,0.1382314586770974,0.4815909741470254
0.12916666666666668,-0.11250000000000002,3.09031674003148e-08,3.09031674003148e-08,1.37297887413008,-0.36417166235992227,0.18208582400218987,0.1820858398479146,0.4693172895069584
0.13333333333333333,-0.11250000000000002,3.098590375280927e-08,3.098590375280927e-08,1.0742491094902515,-0.46544139057365896,0.23272068571814586,0.23272070607746898,0.4584220646270024
0.1375,-0.11250000000000002,4.1075257663328885e-09,4.1075257663328885e-09,0.863580676820402,-0.5789847004781876,0.28949235239129223,0.2894923492272383,0.4487014945857825
0.14166666666666666,-0.11250000000000002,1.735439921610903e-08,1.735439921610903e-08,0.711002244275313,-0.7032326598609586,0.3516163221724149,0.35161633935143755,0.43998875339878546
0.14583333333333334,-0.11250000000000002,1.0536560541317477e-08,1.0536560541317477e-08,0.5974254812540729,-0.8369244618700691,0.41846222577353487,0.41846223808495964,0.4321214973700125
0.15000000000000002,-0.11250000000000002,3.998381459605124e-09,3.998381459605124e-09,0.510523365626638,-0.9793871017953677,0.4896935493967085,0.48969355451456664,0.4249448382774536
0.15416666666666667,-0.11250000000000002,9.741132101545872e-09,9.741132101545872e-09,0.4422446980077867,-1.130595803346452,0.5652978947929057,0.5652979102728537,0.41831794004395123
0.15833333333333333,-0.11250000000000002,2.1521859623980354e-08,2.1521859623980354e-08,0.3872699549928875,-1.2910890540401567,0.6455445077632582,0.6455445470518555,0.41211896685226007
0.1625,-0.11250000000000002,3.929828590415912e-08,3.929828590415912e-08,0.34203870813135717,-1.461822852792551,0.7309113855241911,0.7309114667651464,0.40624677726263114
0.16666666666666669,-0.11250000000000002,3.506888415425183e-08,3.506888415425183e-08,0.3041262374319492,-1.6440541404141555,0.8220270299064083,0.8220271114377908,0.4006192916420289
0.17083333333333334,-0.11250000000000002,1.7408677361969442e-08,1.7408677361969442e-08,0.27185360542694603,-1.8392251931959862,0.9196125740962415,0.9196126193763625,0.39517135882663945
0.175,-0.11250000000000002,2.0641413999479332e-08,2.0641413999479332e-08,0.24403368440323606,-2.048897475466518,1.0244487680348477,1.0244487082300573,0.389851550664289
0.17916666666666667,-0.11250000000000002,4.910218490082573e-08,4.910218490082573e-08,0.2198106957720149,-2.2746845785783876,1.1373422108625668,1.1373423688150588,0.3846200867444391
