slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.026622662266226615,2.0966167028291238e-05,9.750948493092437e-09,-2.064929201006649e-05,2.5405555789865595,-4.162520998685082e-05,7.533545941804028e-08,6.266659760127806e-11,7.5272792820439e-08,-0.01324532453245323
-0.026602660266026618,2.0691889076829284e-05,9.685095392342191e-09,-2.055261590339086e-05,2.5454636179974113,-4.1254190075612485e-05,7.494414515030365e-08,6.233487313520641e-11,7.488181027716844e-08,-0.013205320532053234
-0.026582658265826592,2.1003017025122972e-05,9.959080671251286e-09,-2.11626837900436e-05,2.5435030219226347,-4.2175659895837825e-05,7.718499268873153e-08,6.419228384921869e-11,7.712080040488231e-08,-0.013165316531653183
-0.026562656265626566,2.0785575671311562e-05,9.679610002422123e-09,-2.0604651442157618e-05,2.5443068493598475,-4.13999067234716e-05,7.513739068408249e-08,6.248314222782015e-11,7.507490754185466e-08,-0.013125312531253132
-0.02654265426542654,2.0861685825934728e-05,9.881176765702548e-09,-2.107632986803054e-05,2.541436325374389,-4.194789687073097e-05,7.682118751423321e-08,6.387697833305488e-11,7.675731053590016e-08,-0.01308530853085308
-0.026522652265226515,2.0697480223930143e-05,9.787470389710506e-09,-2.0900029475079407e-05,2.5418222773694104,-4.160729716939926e-05,7.621294506450838e-08,6.336490816487474e-11,7.61495801563435e-08,-0.01304530453045303
-0.026502650265026517,2.0749793648633386e-05,9.636039521865314e-09,-2.060904152223486e-05,2.545433544485734,-4.136847121039011e-05,7.515201256362024e-08,6.247659520304961e-11,7.508953596841719e-08,-0.013005300530053034
-0.02648264826482649,2.080911397683849e-05,9.655678923081723e-09,-2.068586543924056e-05,2.545938498330683,-4.150463509500213e-05,7.542246106167084e-08,6.269518950579115e-11,7.535976587216505e-08,-0.012965296529652982
-0.026462646264626466,2.0853707766832486e-05,9.79586900484719e-09,-2.102643778023605e-05,2.5429790072902563,-4.1889941416073384e-05,7.663775990619542e-08,6.369904693156645e-11,7.657406085926385e-08,-0.012925292529252931
-0.02644264426442644,2.0562786048117232e-05,9.663111200097774e-09,-2.0762426104381504e-05,2.541882267679658,-4.1334875263698834e-05,7.571846982560819e-08,6.29286934461062e-11,7.565554113216208e-08,-0.01288528852885288
-0.026422642264226415,2.080538550330857e-05,9.764335118234158e-09,-2.1012665606612302e-05,2.5416873746692064,-4.182781544503911e-05,7.662953801607775e-08,6.36795190787784e-11,7.656585849699898e-08,-0.012845284528452829
-0.026402640264026417,2.0702678042994194e-05,9.539363077237795e-09,-2.0560921929702047e-05,2.5453967492490936,-4.127313933577348e-05,7.498257874821439e-08,6.230467829395919e-11,7.492027406992043e-08,-0.012805280528052833
-0.02638263826382639,2.0713863420951384e-05,9.690495517133968e-09,-2.0929009078463068e-05,2.5413625757888827,-4.1652562994931586e-05,7.628830573558047e-08,6.338331623669411e-11,7.622492241934377e-08,-0.012765276527652782
-0.026362636263626366,2.0936842247465393e-05,9.762487707121181e-09,-2.110523375642437e-05,2.5431646950070528,-4.205183849159688e-05,7.69763807440323e-08,6.394862794617609e-11,7.691243211608613e-08,-0.01272527252725273
-0.02634263426342634,2.0834531881064322e-05,9.557084013067652e-09,-2.0697158828575368e-05,2.5455459905098055,-4.154124779365276e-05,7.547372512478859e-08,6.26940390052798e-11,7.541103108578331e-08,-0.012685268526852679
-0.026322632263226314,2.0801070064635496e-05,9.603581929695792e-09,-2.0830600901522445e-05,2.5483073844220323,-4.164127454808764e-05,7.596029732577924e-08,6.309193545935004e-11,7.589720539031989e-08,-0.012645264526452628
-0.026302630263026316,2.0770607520148587e-05,9.654215205046057e-09,-2.0980889786637036e-05,2.541564532454782,-4.176115152199067e-05,7.648129622650749e-08,6.351834078522123e-11,7.641777788572226e-08,-0.012605260526052632
-0.02628262826282629,2.0847595465056656e-05,9.67550306540943e-09,-2.1050235154529418e-05,2.5418747643330435,-4.190750612265148e-05,7.677035452994696e-08,6.37520458180189e-11,7.670660248412895e-08,-0.01256525652565258
