slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.1903990399039904,-3.0220992826457405e-05,2.629096525919028e-05,3.886370358863189e-08,0.6209540051210837,-5.655082178923632e-05,7.841432705620942e-08,4.2588687508548064e-10,7.798844018112394e-08,-0.3407980798079808
-0.1903790379037903,-3.031809285403142e-05,2.6361053170997906e-05,9.93239190894002e-08,0.6190735321727557,-5.6778469944118726e-05,7.833102170296549e-08,4.2649682973081756e-10,7.790452487323468e-08,-0.3407580758075808
-0.1903590359035903,-3.0375488691447572e-05,2.6393119628487227e-05,1.4000767722954777e-07,0.6176534318152122,-5.690861599716435e-05,7.830264157892169e-08,4.26940321896757e-10,7.787570125702492e-08,-0.3407180718071808
-0.1903390339033903,-3.0481877246302247e-05,2.6436804839269357e-05,1.7132275043074685e-07,0.6158874353558023,-5.709000483600235e-05,7.838211040560966e-08,4.2778185101370096e-10,7.795432855459594e-08,-0.3406780678067807
-0.1903190319031903,-3.0536850161411166e-05,2.647372005915027e-05,2.3035312812780265e-07,0.6141342681632588,-5.724092334868924e-05,7.823735399373815e-08,4.2794165862886384e-10,7.780941233510928e-08,-0.3406380638063807
-0.1902990299029903,-3.064922172768547e-05,2.6527611418525332e-05,2.5537348902204826e-07,0.6126536321971746,-5.743220663523285e-05,7.838046244351992e-08,4.290477629000656e-10,7.795141468061985e-08,-0.3405980598059806
-0.1902790279027902,-3.071999304893325e-05,2.6576367930131184e-05,3.046509557957933e-07,0.6111393156084987,-5.7601011934860225e-05,7.83252397362824e-08,4.295570520729614e-10,7.789568268420944e-08,-0.3405580558055806
-0.1902590259025902,-3.0813558396403096e-05,2.663595639718075e-05,3.518170816896316e-07,0.6095219954475872,-5.780133187527347e-05,7.832215340232726e-08,4.3030425338657944e-10,7.78918491489407e-08,-0.3405180518051806
-0.1902390239023902,-3.0974042431353155e-05,2.671125736253277e-05,3.908632364435505e-07,0.6073353548572537,-5.8076163030329475e-05,7.84352757002964e-08,4.3150950947826646e-10,7.800376619081815e-08,-0.3404780478047805
-0.1902190219021902,-3.1044062083651625e-05,2.6772418571296978e-05,4.3795555759729154e-07,0.6061564894986337,-5.825443621254589e-05,7.84287640324698e-08,4.3226088929109856e-10,7.79965031431787e-08,-0.3404380438043805
