slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.13097759775977597,-4.7649106036828925e-05,3.472911613755514e-05,1.2882444243134117e-05,0.3242023605710169,10497.512117090362,4.170201420471546e-10,7.901164772171104e-08,39.738044804480445
-0.13096959695969596,-4.7570416114695036e-05,3.470402245397963e-05,1.2866291835056387e-05,0.3246052624240869,10510.745458401314,4.168110188451384e-10,7.90100686728619e-08,39.73806080608061
-0.13096159615961597,-4.755579116988429e-05,3.469260948918418e-05,1.2845473972955546e-05,0.32484503711116136,10515.92443645406,4.1667804507467087e-10,7.902232240745576e-08,39.73807680768077
-0.13095359535953596,-4.7516682698756085e-05,3.466965145548784e-05,1.2823812775897281e-05,0.3250931781945634,10525.191595959506,4.1642080422948375e-10,7.90120249818645e-08,39.73809280928093
-0.13094559455945595,-4.7465550949254975e-05,3.4633281245533e-05,1.2804269988064831e-05,0.32519278246746125,10537.063351978404,4.1616540051885623e-10,7.900060420415662e-08,39.73810881088109
-0.13093759375937594,-4.738985251151462e-05,3.4610245748467605e-05,1.2781727289246092e-05,0.3257046114429706,10550.545890051615,4.159060295248448e-10,7.899045377992718e-08,39.738124812481246
-0.13092959295929593,-4.737699831025566e-05,3.459732363353396e-05,1.2760546596268796e-05,0.3259163644161495,10555.775454284316,4.1574460254629035e-10,7.899907158157634e-08,39.73814081408141
-0.13092159215921592,-4.7325307093615265e-05,3.4572674010746596e-05,1.2738367284770291e-05,0.3262353821244299,10566.764430598401,4.1548465406733085e-10,7.898814813935831e-08,39.73815681568157
-0.1309135913591359,-4.7284935050129207e-05,3.4546794239531664e-05,1.2717941105799824e-05,0.326432439183702,10576.451465324302,4.1528051833129187e-10,7.898580711652916e-08,39.73817281728173
-0.13090559055905593,-4.731285082471004e-05,3.4543982394552586e-05,1.2698401737232246e-05,0.32649139326512905,10575.829042782272,4.1519540417487656e-10,7.901025627846245e-08,39.73818881888189
-0.13089758975897592,-4.718545167747834e-05,3.451147686917011e-05,1.2680316276325598e-05,0.32715512512527306,10595.77445681665,4.149140691082412e-10,7.89947421204432e-08,39.738204820482046
-0.1308895889588959,-4.7173598417771245e-05,3.450133630167329e-05,1.2659440384199527e-05,0.327398288371377,10600.589646152972,4.1478582305933216e-10,7.900780454712605e-08,39.738220822082205
-0.1308815881588159,-4.713333930794761e-05,3.447344076334957e-05,1.2638414159882316e-05,0.3275749836377996,10610.620606787037,4.1454611871685444e-10,7.900042064322649e-08,39.73823682368237
-0.1308735873587359,-4.7088872889844424e-05,3.445519979550227e-05,1.2616117501584867e-05,0.3279451646779078,10620.199449626743,4.1430583902764233e-10,7.899344408457279e-08,39.73825282528253
-0.13086558655865588,-4.70371327594421e-05,3.4427581795171136e-05,1.2597139451342443e-05,0.32817596241258706,10631.302248589353,4.1405227143572887e-10,7.898327916819239e-08,39.73826882688269
-0.13085758575857587,-4.69834361069843e-05,3.439802586058249e-05,1.2576854896861889e-05,0.3284114663868971,10643.0173865597,4.138262176166413e-10,7.897765160274858e-08,39.73828482848285
-0.13084958495849586,-4.695717738911753e-05,3.437906369185839e-05,1.2552911313301607e-05,0.32867032264113777,10650.857681626587,4.1362262729827436e-10,7.897811039406515e-08,39.738300830083006
-0.13084158415841585,-4.690605834412054e-05,3.4354568526850926e-05,1.2531204967469733e-05,0.3289863947659703,10661.909255835042,4.133789792916279e-10,7.897015395384385e-08,39.73831683168317
-0.13083358335833584,-4.6920749653622806e-05,3.434750662734132e-05,1.2511995270747533e-05,0.32906760877426255,10663.225822641209,4.1329164584607586e-10,7.89928797754753e-08,39.73833283328333
-0.13082558255825583,-4.688315658540887e-05,3.4327413004575646e-05,1.2491043951623482e-05,0.3293445564379802,10672.174813253905,4.130763656637394e-10,7.89894127398974e-08,39.73834883488349
-0.13081758175817582,-4.676921204804785e-05,3.4307449098491816e-05,1.2474435260534378e-05,0.33009482227700415,10689.345591938814,4.128419648175663e-10,7.898261948825367e-08,39.73836483648365
-0.1308095809580958,-4.675542935217436e-05,3.428781332104336e-05,1.2453316328153718e-05,0.33021457427386497,10695.580785869688,4.1268440189905714e-10,7.899122865341938e-08,39.738380838083806
-0.1308015801580158,-4.6704807829200945e-05,3.4259384804613546e-05,1.243022672148264e-05,0.3304916595485066,10707.277874877458,4.123989998496869e-10,7.897489191844892e-08,39.73839683968397
-0.13079357935793579,-4.665962006811242e-05,3.42272104347785e-05,1.2411898931086185e-05,0.3306019528963427,10718.259574024001,4.121587856712885e-10,7.896681504158086e-08,39.73841284128413
-0.13078557855785578,-4.659788685046351e-05,3.4211153661090066e-05,1.2390674981599403e-05,0.33111820594512437,10729.64648774562,4.11929633636928e-10,7.896074400229325e-08,39.73842884288429
-0.13077757775777576,-4.6578614998793455e-05,3.419404306725937e-05,1.2368554855646252e-05,0.3313313389280753,10736.385845014374,4.117704796739425e-10,7.896926891700837e-08,39.73844484448445
-0.13076957695769575,-4.6533127715520095e-05,3.417167178554337e-05,1.2348132072403928e-05,0.33162558706565554,10746.571688721891,4.115283103446047e-10,7.89603696476932e-08,39.73846084608461
-0.13076157615761577,-4.6486996708949846e-05,3.414603615681244e-05,1.2326207614155038e-05,0.3318982370505893,10757.402866431954,4.1128703015999657e-10,7.895290042345235e-08,39.738476847684765
-0.13075357535753576,-4.650383600335317e-05,3.4139573983793525e-05,1.230781122640856e-05,0.3319605525988975,10758.330949762369,4.1121972132762436e-10,7.897858105593183e-08,39.73849284928493
-0.13074557455745575,-4.640070720540734e-05,3.411706066458464e-05,1.2290185611218973e-05,0.3326227763435561,10774.938596210408,4.109709679179386e-10,7.896868399779678e-08,39.73850885088509
-0.13073757375737574,-4.638088479680391e-05,3.409680752497479e-05,1.2269928636232663e-05,0.3327650471649396,10781.94771651037,4.1081442326012915e-10,7.89761937729878e-08,39.73852485248525
-0.13072957295729573,-4.6344337647497014e-05,3.407838664770679e-05,1.2248323205010792e-05,0.3330760932244566,10790.85676675538,4.105957683838756e-10,7.897207986821433e-08,39.73854085408541
-0.13072157215721572,-4.62911090153284e-05,3.404633227432896e-05,1.2226286974614808e-05,0.3333060681589817,10803.36778511093,4.103379362887429e-10,7.896137038895822e-08,39.738556855685566
-0.13071357135713574,-4.6245454171867095e-05,3.40278812274164e-05,1.2208028395521708e-05,0.33363208674908357,10812.989330680386,4.1008371342107894e-10,7.895065581972529e-08,39.73857285728573
-0.13070557055705573,-4.618087254470993e-05,3.4004397321041324e-05,1.2187252460105213e-05,0.3340571996466285,10825.730150275273,4.098719959606704e-10,7.894712769561624e-08,39.73858885888589
-0.13069756975697572,-4.6163680636368554e-05,3.3986597713919764e-05,1.2165293425070445e-05,0.3342453261147919,10832.408669183198,4.096943415154057e-10,7.895253444030253e-08,39.73860486048605
-0.1306895689568957,-4.612021939465194e-05,3.395528899829969e-05,1.2142339871346053e-05,0.33443233183760074,10843.887802868547,4.094191644831151e-10,7.893767236825315e-08,39.73862086208621
-0.1306815681568157,-4.613725532465196e-05,3.394790203969933e-05,1.2125236525051264e-05,0.3344590236831048,10844.764432948885,4.093688253258757e-10,7.896518753732428e-08,39.73863686368637
-0.1306735673567357,-4.607323296568211e-05,3.3921812800485895e-05,1.2103253917983281e-05,0.3348601246766783,10857.963756437131,4.0912788959344897e-10,7.895732617523672e-08,39.738652865286525
-0.13066556655665568,-4.60080033946042e-05,3.39117313785664e-05,1.208510540195995e-05,0.3354580968428848,10868.993393135699,4.0895369231046343e-10,7.896411732778372e-08,39.73866886688669
-0.13065756575657567,-4.597154897112432e-05,3.3894906280806936e-05,1.2065037031661063e-05,0.3357739972960932,10877.665260944288,4.087393300979794e-10,7.895975019021851e-08,39.73868486848685
