pH1,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,D_to_H1_flux,L1_to_D_flux
-0.276,-0.0617412691169079,0.0615537584048624,0.0001874254144265,0.7028127347360892,8.098316612779778,0.0040260507076239,9.136687803177832e-07
-0.275954395439544,-0.0617395198378716,0.061523659271387,0.0002158169469481,0.7021627502348226,8.098543330760533,0.0040212587457125,9.138240893263026e-07
-0.2759087908790879,-0.061742766285036,0.0614985393167444,0.0002441959168055,0.7015131358915023,8.09811668335402,0.0040167988829524,9.140531381519988e-07
-0.2758631863186319,-0.0617470567829059,0.0614744490806984,0.0002725564527346,0.7008637423942768,8.097555309488708,0.0040124107487434,9.142975125092289e-07
-0.2758175817581758,-0.06172893977282,0.0614280392039958,0.0003007899700333,0.7002143987530084,8.099935779906389,0.0040065741596026,9.142111157868516e-07
-0.2757719771977198,-0.0617336861854909,0.0614044894670371,0.0003290970990665,0.6995665863417793,8.099312293160574,0.0040022276856951,9.144629320350437e-07
-0.2757263726372637,-0.061730147508328,0.0613727912360175,0.000357336247859,0.6989201179778669,8.099771364215252,0.0039973498144229,9.145918045761272e-07
-0.2756807680768077,-0.0617321896584712,0.0613466075083906,0.0003855734965469,0.6982736361110682,8.099502671310907,0.0039928383040293,9.1480386275159e-07
-0.2756351635163516,-0.0617152663161704,0.061301545337983,0.0004136665891163,0.6976269329348124,8.101726690462096,0.0039871082993542,9.147358489745252e-07
-0.2755895589558956,-0.0617205021976161,0.0612785392232382,0.0004418705029696,0.6969810592145934,8.10104190268057,0.003982814666049,9.149946624369674e-07
-0.2755439543954395,-0.0617095807577214,0.0612397534877615,0.0004699321816459,0.696338432533207,8.102462678227267,0.0039774848369268,9.150144921237966e-07
-0.2754983498349835,-0.0617035171363937,0.0612054536467567,0.0004979945305783,0.6956922068930772,8.103270325607394,0.0039724753363309,9.151069606651654e-07
-0.2754527452745274,-0.0617042945710579,0.0611781426085258,0.0005260826726281,0.6950485889478154,8.10316825124839,0.003967910877855,9.153001513275804e-07
-0.2754071407140714,-0.0617023599727133,0.0611482386320219,0.0005541205047772,0.6944063703032016,8.103417820776974,0.0039631775925563,9.154532347684152e-07
-0.2753615361536153,-0.0617056669556177,0.0611234941937439,0.0005821782562798,0.6937640763550793,8.102983119833855,0.0039587865448207,9.156842975708244e-07
-0.2753159315931593,-0.0616870480045008,0.0610770259145141,0.000609998788233,0.6931219162257168,8.105430728325556,0.0039529963168514,9.155904291496504e-07
-0.2752703270327032,-0.0616943619379952,0.0610562665130132,0.0006380406461394,0.6924804127268794,8.104471888035903,0.0039488728680747,9.158815529944896e-07
-0.2752247224722473,-0.061688309225758,0.0610224115092208,0.0006659156574715,0.6918407724426827,8.105262302816282,0.0039438998359435,9.159743938506676e-07
-0.2751791179117912,-0.0616706038828169,0.0609769607168644,0.0006936351490323,0.6912004361508735,8.107590991796142,0.0039381905004096,9.158945181308868e-07
-0.2751335133513352,-0.0616745858579292,0.0609530168653194,0.0007215588707132,0.6905611411294731,8.107067669351318,0.0039338698774635,9.161363220013246e-07
-0.2750879087908791,-0.0616734892725645,0.0609241099996609,0.0007493988439821,0.6899227985314076,8.107209865438964,0.0039292309109804,9.163021331493123e-07
-0.2750423042304231,-0.0616626775395161,0.0608855003395163,0.0007770912272608,0.6892834593894621,8.108638296488172,0.003923980730404,9.163250439700952e-07
-0.274996699669967,-0.0616551772641571,0.0608504223247692,0.000804791128951,0.6886473266841183,8.109616668784271,0.0039189471428838,9.163959157730148e-07
