slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,D_to_H1_flux,L1_to_D_flux
-0.187079207920792,-3.044956858389014e-05,1.4223469986029968e-05,6.137517161164396e-09,0.5008790850346979,22381.791420033464,3.652639499793753e-10,7.794116836795108e-08
-0.187071207120712,-3.0448014953776692e-05,1.4239659514414528e-05,2.9062734219209577e-08,0.5000915509658432,22362.9911876955,3.6552231728372296e-10,7.794249468913829e-08
-0.187063206320632,-3.05237192748109e-05,1.4255532662321713e-05,4.2343413664269753e-08,0.4997015398893842,22310.673954674865,3.6582744353455365e-10,7.795270684087343e-08
-0.187055205520552,-3.059118877501987e-05,1.427094560479958e-05,6.011654818394163e-08,0.499159905416886,22260.683277040007,3.6609597521915516e-10,7.795696476987088e-08
-0.187047204720472,-3.0566493876449385e-05,1.4294108166668096e-05,7.98324677475648e-08,0.4984398076137298,22251.676266241582,3.663650810836523e-10,7.7950202762928e-08
-0.187039203920392,-3.0616054573329166e-05,1.43131959893239e-05,1.007694860888364e-07,0.4977703138154307,22207.40738994939,3.6665809896902966e-10,7.795351047610796e-08
-0.187031203120312,-3.062760406180587e-05,1.4331143876722408e-05,1.221713419319315e-07,0.4970476535461753,22182.333811312456,3.6688763718966725e-10,7.794699221703095e-08
-0.187023202320232,-3.0739873309926224e-05,1.435159469775904e-05,1.3437216606071445e-07,0.496734625117579,22111.25312781938,3.672408414270131e-10,7.795914995541576e-08
-0.187015201520152,-3.076145304703459e-05,1.4367676055337952e-05,1.5452202006827065e-07,0.4960711085349817,22083.02500379522,3.6751640078965704e-10,7.796363301693436e-08
-0.187007200720072,-3.082290106704022e-05,1.4380687633153144e-05,1.6918745626703926e-07,0.4956404370459973,22039.64766342857,3.678631921298852e-10,7.79853096996271e-08
-0.186999199919992,-3.0818914467545255e-05,1.4405646719950482e-05,1.921717254216304e-07,0.494837605038067,22018.3165072092,3.680283210682275e-10,7.795706945758664e-08
-0.186991199119912,-3.088324720579294e-05,1.441747953445649e-05,2.0726058758135937e-07,0.4944023088278923,21974.16450866509,3.683838519323002e-10,7.798194996268639e-08
-0.1869831983198319,-3.090172067743424e-05,1.4440289916040072e-05,2.283711493245022e-07,0.493694078572037,21944.07774865795,3.6860616486291607e-10,7.79671995909453e-08
-0.1869751975197519,-3.0942365967234764e-05,1.4461407940480342e-05,2.5320980001630744e-07,0.492898240766626,21902.454318958065,3.6889704018794385e-10,7.79670833547959e-08
-0.1869671967196719,-3.093247973140478e-05,1.4484794897517972e-05,2.727692687276573e-07,0.4922054967314678,21886.606242709793,3.6912763926623727e-10,7.795288039087701e-08
-0.1869591959195919,-3.101676956873689e-05,1.4498471138324476e-05,2.906192151375109e-07,0.491709484291538,21831.26791415983,3.69402173732367e-10,7.796048029042785e-08
-0.1869511951195119,-3.104194856007325e-05,1.4518996143353393e-05,3.042777663164742e-07,0.491259418598287,21803.01208959994,3.6967342733024816e-10,7.79576630525027e-08
-0.1869431943194319,-3.109353480112986e-05,1.4537070710085588e-05,3.2356732715399517e-07,0.4906694619086439,21760.8094811588,3.7005465325477943e-10,7.797807855124845e-08
-0.1869351935193519,-3.111437693803509e-05,1.4553960446805904e-05,3.448970224972925e-07,0.4899772309452559,21732.87778788526,3.702784079393523e-10,7.797195431609624e-08
-0.1869271927192719,-3.1176317818903954e-05,1.4574489252794365e-05,3.6263839886530036e-07,0.4894492941112263,21685.649159274966,3.7060082877627605e-10,7.797839805161538e-08
-0.1869191919191919,-3.120064191364236e-05,1.4593873645329936e-05,3.814267894863832e-07,0.488840479827354,21656.29869453827,3.708584791827995e-10,7.797469885468786e-08
-0.1869111911191119,-3.1247099315123705e-05,1.4613255961082317e-05,4.0493782238471e-07,0.4881128066805508,21614.474545076653,3.71084657573626e-10,7.796543489074294e-08
-0.1869031903190319,-3.1279038552156635e-05,1.4631242764684416e-05,4.181061923347329e-07,0.4876994847222745,21585.037895004232,3.7140262432535815e-10,7.797448343678081e-08
-0.1868951895189519,-3.1335239910390555e-05,1.464504363224428e-05,4.363926242589855e-07,0.4871676440913588,21543.981227876862,3.7174997898709614e-10,7.799480092522226e-08
-0.1868871887188719,-3.1373976582926844e-05,1.466647375858443e-05,4.563744278041071e-07,0.4865422429461865,21506.844928902097,3.7203014598273847e-10,7.799216561609639e-08
-0.1868791879187918,-3.1410940167120316e-05,1.4686144098607912e-05,4.777728457305841e-07,0.4858745178483785,21470.811979237827,3.7228740633361624e-10,7.798798600284367e-08
-0.1868711871187118,-3.1445947215047454e-05,1.4710222951297425e-05,5.026038341071626e-07,0.485087195725072,21432.19622509395,3.7256794416138846e-10,7.798161679050297e-08
-0.1868631863186318,-3.1481861014981405e-05,1.4728070663716508e-05,5.209325859567571e-07,0.4845222638707454,21399.133436450466,3.7276868393881225e-10,7.7970080058728e-08
-0.1868551855185518,-3.150895021519773e-05,1.474978481175171e-05,5.408342935719901e-07,0.4838872409453535,21367.718005077964,3.73088083484728e-10,7.797399186293104e-08
-0.1868471847184718,-3.156468943643631e-05,1.4762112676924843e-05,5.53431113381464e-07,0.4835482265008422,21330.95189956424,3.734113023332377e-10,7.799195746893044e-08
-0.1868391839183918,-3.167492333489008e-05,1.4775703704117404e-05,5.702673830931815e-07,0.4831604357957782,21267.141178198897,3.737762578310155e-10,7.80156230920483e-08
-0.1868311831183118,-3.1650675055061583e-05,1.4803934403673225e-05,5.933020863491123e-07,0.482335455213906,21254.928585761867,3.7402513481709237e-10,7.799779367712904e-08
-0.1868231823182318,-3.166746652993879e-05,1.4823300498401082e-05,6.122205107317313e-07,0.4817250882022448,21230.075887872437,3.74263340324912e-10,7.799059153172768e-08
-0.1868151815181518,-3.172017113683978e-05,1.484084795655427e-05,6.29813014629832e-07,0.4812186860011223,21190.556625721576,3.7461285294449093e-10,7.800562979278294e-08
-0.1868071807180718,-3.1787871989763516e-05,1.4859029844105365e-05,6.498708740032555e-07,0.4806598621926011,21143.091647637066,3.748345759289535e-10,7.799734500908947e-08
-0.1867991799179918,-3.179876193826203e-05,1.487997009186337e-05,6.733813777692887e-07,0.4798956403999159,21118.381589136778,3.7508414015723116e-10,7.798988853994507e-08
-0.1867911791179118,-3.183776512116765e-05,1.4902845915987228e-05,6.934826539684025e-07,0.4792818772520597,21081.882717348893,3.75367432312889e-10,7.79856913843554e-08
-0.1867831783178317,-3.188332492243262e-05,1.4920537445117787e-05,7.119163829560904e-07,0.4787436679821635,21045.64054923209,3.7566557674122464e-10,7.799134742352325e-08
-0.1867751775177517,-3.194310244225562e-05,1.4936309185697992e-05,7.283133902635797e-07,0.4782989242529032,21004.99445452073,3.7597159372447686e-10,7.800117178311082e-08
-0.1867671767176717,-3.195559089874678e-05,1.4960613756498375e-05,7.460824200666849e-07,0.4777141895307032,20980.94869891338,3.7630991897509703e-10,7.800459852043896e-08
-0.1867591759175917,-3.199248671137411e-05,1.4979149544291914e-05,7.693322359170196e-07,0.4770133141902457,20946.37020562967,3.765288298746363e-10,7.799514643649376e-08
-0.1867511751175117,-3.203215416647254e-05,1.500017211863991e-05,7.888945374734391e-07,0.4764285808774465,20911.218551068476,3.768300647021676e-10,7.79967746467557e-08
-0.1867431743174317,-3.207924041248589e-05,1.5013966579324745e-05,8.071530006592553e-07,0.4759139657397913,20876.669823717475,3.7713473414852615e-10,7.800900284378054e-08
-0.1867351735173517,-3.212523978390891e-05,1.5032007160131757e-05,8.219178559976115e-07,0.4754986621929262,20842.38031586582,3.774919580206251e-10,7.802449569478762e-08
-0.1867271727172717,-3.217713801006994e-05,1.5052270669668744e-05,8.4472651984413e-07,0.4748410626967561,20801.206217198433,3.7769604424445805e-10,7.8010420117658e-08
-0.1867191719171917,-3.218572199159553e-05,1.5080799317335192e-05,8.675403080360411e-07,0.4740897419374391,20775.30892692235,3.7796015249977145e-10,7.799483980845266e-08
-0.1867111711171117,-3.223824879228232e-05,1.5096457158358945e-05,8.8689395849606e-07,0.4735530780916168,20737.5948098834,3.7828388862540255e-10,7.800769239219604e-08
-0.1867031703170317,-3.2312844879811564e-05,1.5111788289390304e-05,9.002629859367062e-07,0.473244688781467,20693.26743692684,3.7862220803905287e-10,7.802357767337786e-08
-0.1866951695169517,-3.2318365754235856e-05,1.513236470884749e-05,9.194140793145068e-07,0.4726204903200817,20673.90969079017,3.7890561056298437e-10,7.802247416630807e-08
-0.1866871687168717,-3.234890110093147e-05,1.5150635468419438e-05,9.435986680905728e-07,0.4718931064439044,20642.75970369285,3.791464925682314e-10,7.80172888752823e-08
-0.1866791679167916,-3.243506745320701e-05,1.5169363674294443e-05,9.590580740681531e-07,0.4715400992398342,20591.601148125064,3.794907731828499e-10,7.802941991741126e-08
-0.1866711671167116,-3.242286236115888e-05,1.5190673724019277e-05,9.821438764490154e-07,0.4707621868533931,20577.96085556647,3.797110774664972e-10,7.801620097657672e-08
-0.1866631663166316,-3.2477198985247924e-05,1.5214703558141808e-05,1.00311970974154e-06,0.4701712836162905,20535.97993654672,3.8002307173116135e-10,7.80152819090745e-08
-0.1866551655165516,-3.252594984815005e-05,1.5235366867427658e-05,1.0223915138940498e-06,0.4696307971929746,20498.646705907217,3.8032466664990886e-10,7.801716154733811e-08
-0.1866471647164716,-3.25793133129082e-05,1.525120858558715e-05,1.0369389251696504e-06,0.4692556577965386,20463.51464031319,3.806734504859996e-10,7.803397038800728e-08
-0.1866391639163916,-3.261996053538496e-05,1.5268415252345235e-05,1.0581179774593608e-06,0.468651262339312,20430.47260539822,3.8090821082549815e-10,7.802896162680636e-08
-0.1866311631163116,-3.266205354179874e-05,1.5289368143101e-05,1.0769686584755078e-06,0.4681145587089889,20396.345729411056,3.8122532263803337e-10,7.803328294582511e-08
-0.1866231623162316,-3.2728065406217866e-05,1.5307078689463793e-05,1.092675576019886e-06,0.467729758599877,20355.065758719535,3.8152168761922926e-10,7.803831953551427e-08
-0.1866151615161516,-3.2737836903606876e-05,1.532943781046292e-05,1.1163972832850533e-06,0.4669795750098037,20331.95081598993,3.8179119167558064e-10,7.803217280078174e-08
-0.1866071607160716,-3.2777891860291675e-05,1.5348412816029722e-05,1.13618118979808e-06,0.4664185187296357,20299.42221587634,3.820662514638391e-10,7.803196429181752e-08
-0.1865991599159916,-3.28572805017302e-05,1.536683256730953e-05,1.1505263246558428e-06,0.4661057252762101,20253.312475385603,3.8239692346301927e-10,7.804190458942598e-08
-0.1865911591159116,-3.285497440685958e-05,1.5392419150161984e-05,1.1760923421810787e-06,0.4652713424133467,20233.29560443111,3.826659702892683e-10,7.803127651548424e-08
